animal,pagina,tipo_texto,texto
Diamante hermoso,3036,mating,"La temporada de cría dura de octubre a enero, los nidos son construidos en el follaje denso cerca del suelo. El nido está hecho de hierba y ramitas finas con el interior cubierto de plumas. Ambos padres construyen el nido juntos, la hembra pone de entre siete y huevos que son incubados durante unos 20 días, y los polluelos dejan el nido después de otros 20 días. A las cuatro semanas son dejados a su suerte y alcanzan la madurez sexual entre los nueve y los doce meses de edad."
Batará barrado,3045,habbit,"Este vistoso pájaro acostumbra a quedar oculto en la vegetación densa y es difícil de ver, inclusive en lugares donde es numeroso."
Batará barrado,3045,appearance,"Mide 16,5 cm y pesa 28 g. Tiene la cresta erizada y ojos amarillos. Hay un fuerte dimorfismo sexual. El macho es negro barrado de blanco por arriba; corona negra, muchas veces con blanco semioculto; nuca y lados de la cabeza más estriados. Por abajo, es blanco barrado de negro. La hembra es canela vivo por arriba con la nuca y lados de la cabeza estriados de blanco sucio y negro; por abajo es pardo anaranjada. Es más pequeño y con el pico ganchudo y menos grueso que el de Cymbilaimus lineatus; la maxila es negruzca, la mandíbula es gris azulado, y las patas son plomizas. El macho juvenil es barrado ante y negro tiznado por encima y por debajo, no tan bien definido como el de los adultos. La hembra juvenil es similar a las adultas pero más o menos barrada con un negro tiznado por encima y tiznado."
Batará barrado,3045,mating,"Su nido consiste en una taza profunda de paredes delgadas, pegada por el borde a una horqueta horizontal. Está construida de bejucos finos, zarcillos, rizomorfos negros de hongos y a menudo unos pocos manojos de musgo verde por fuera. Se encuentra una altura de 1 a 9 m. Ponen 2 huevos, en raras ocasiones 3, de color blanco con manchones y salpicaduras café purpúreo o chocolate, sobre toda la superficie o concentrados en el extremo más grueso. Se reproducen de enero a junio."
Pato morado,3050,habbit,"Esta especie es parcialmente migratoria en parte y hace viajes locales y de larga distancia por el sur de África.congregarse en la parte central de su gama (Zambia, Tanzania) en la mitad del año con el fin de aparearse. Durante la temporada de reproducción del Sur pato de mar se encuentra generalmente en parejas o individualmente pequeños grupos. Durante la temporada no reproductiva de la especie es relativamente sociable, con bandadas de varios cientos de aves (una concentración de 5.000 aves se registró una vez). Estas congregaciones grandes por lo general sólo se producen durante la estación seca, bajo la presión de la reducción de las superficies de agua."
Pato morado,3050,appearance,"Alcanza una longitud corporal de 48 a 51 cm. En vuelo se nota que las alas se despliegan relativamente lejos en el cuerpo. Presenta un notorio dimorfismo sexual. El macho tiene la cabeza negra y el cuello morado. El iris es rojo. El pecho es negro brillante, mientras que el resto del cuerpo es marrón oscuro, casi uniforme o caoba. El plumaje del dorso es marrón u oliva. La cola trasera en el vientre y el manto son rojizas. Las plumas de la cola son de color marrón negruzco y la superficie del ala superior es de un negro espejo. El pico es de color azul grisáceo con un clavo negro. Las patas son de color azul grisáceo a negro. La plumaje hembra es predominantemente de color castaño rojizo y en la espalda marrón más oscuro, mientras que los flancos son más rojizos. La cara es de color blanco en la base del pico y en una media luna entre el cuello y los ojos. Desde el final del pico de la cresta se dibuja una amplia banda de color marrón. El iris es de color marrón. Su pico es gris pizarra. Las aves jóvenes se parecen a la hembra adulta, pero las marcas blancas de la cara se notan menos. Los polluelos son de color castaño oliváceo en la parte posterior del cuello y la espalda. La frente, la garganta y la cara son de color amarillo pálido, las orejas de oliva-marrón."
Pato morado,3050,mating,"Construye un nido en forma de cubeta con de material vegetal, que suele estar bien escondido en la vegetación de altura emergente, como los papiros, cañas o juncos, ya sea por encima del agua, a lo largo del banco o sobre la hierba alta en el agua. Tiene un diámetro de 17,5 a 28 cm y es de 10 a 23 cm de profundidad. Ocasionalmente sirven como nidos los agujeros antiguos de hormigueros o nidos viejos de otras aves acuáticas."
Momoto capiazul,3054,habbit,"Los Momoto capiazul son aves reservadas; a menudo permanecen quietos y en su denso hábitat forestal pueden ser difíciles de ver, a pesar de su tamaño. Son activos en el crepúsculo y durante el día descansan en el follaje de un árbol. Los Momoto capiazul viven en parejas y cada pareja tiene su territorio de alimentación. Las aves suelen alimentarse por separado y pueden no indicar que están apareadas. Los momotos capiazules suelen oírse al amanecer, cuando emiten su canto grave ""ooo-doot"", similar al de los búhos."
Momoto capiazul,3054,appearance,"El Momoto capiazul es un pájaro colorido que se encuentra en el este de México. Tiene una máscara ocular negra, corona azul sobre la cabeza, alas verdes y largas plumas en la cola. Este pájaro es muy fácil de reconocer por sus largas plumas de la cola en forma de raqueta de color azul Brillante que balancea de un lado a otro cuando se le molesta. Tanto el macho como la hembra tienen un plumaje similar, sin embargo, la hembra suele tener un tamaño ligeramente inferior."
Momoto capiazul,3054,mating,"Los Momoto capiazul son monógamos pero no forman parejas duraderas. Durante la época de cría, los machos realizan danzas de cortejo para atraer a la hembra. Los motmots comienzan a excavar sus nidos entre agosto y septiembre; es la época de lluvias y el mejor momento para excavar cuando el suelo está blando. Los nidos se excavan en forma de túneles situados a menudo en bancos u Otros lugares difíciles de descubrir. Una vez que el nido está listo, la pareja se marcha y no regresa hasta marzo-abril para criar. La hembra pone unos 3 ó 4 huevos blancos y ambos padres los incuban en 2-3 semanas. Los polluelos son altriciales; nacen indefensos y ciegos. Los padres se ocupan de ellos un mes después de la eclosión hasta que las crías están listas para abandonar el nido y ser independientes. Los Momoto capiazul suelen alcanzar la madurez reproductora y comienzan a criar cuando tienen un año."
Anteojitos dorado,3070,habbit,"Como los demás anteojitos, el anteojitos dorado es diurno. A diferencia del anteojitos embridado, que busca alimento en grupos y no es territorial, el anteojitos dorado se encuentran en parejas o pequeños grupos familiares compuestos por la pareja reproductora y los jóvenes que acaban de dejar el nido. Además el anteojitos dorado es territorial, y las parejas cantarán durante todo el día en respuesta al canto de las parejas vecinas. Los grupos se pueden volver agresivos si se encuentran con otros. El anteojitos dorado también se muestra agresivo con el más pequeño anteojitos embridado, lo ahuyenta de los lugares con comida y las perchas y ataca a sus bandadas para dispersaras. Cuando persigue a otros pájaros de bosque es menos agresivo con ellos, y de hecho el cola de abanico rufo busca al anteojitos dorado, y lo sigue para alimentarse detrás de él para atrapar los insectos que este espanta. El anteojitos dorado se impone socialmente sobre los anteojitos embridados y los colas de abanico rufos, pero se subordina al mielero de Micronesia y es perseguido por esta especie. También es perseguido ocasionalmente por los colas de abanico si se acerca demasiado a sus nidos."
Anteojitos dorado,3070,appearance,"El anteojitos dorado se diferencia del resto de anteojitos en que tiene los ojos grandes y la pluma primaria más exterior no está reducida (como en el resto de especies). Es un anteojito de gran tamaño, 14 cm de largo y con un peso alrededor de 20 g. La especie tiene un plumaje brillante e inconfundible, con la cabeza de color amarillo anaranjado combinado con un anillo ocular claro; la espalda, cola y parte superior de las alas amarillo verdoso y las partes inferiores doradas. Las patas y el pico son naranjas. El plumaje de ambos sexos es similar, por lo que los machos solo pueden diferenciarse de las hembras examinándolos de cerca ya que tienen las alas más largas que las hembras. Los juveniles tienen un plumaje parecido aunque algo más apagado que el de los adultos, con manchas parduzcas en la cara y cuello y el pecho salpicado de listas pardoamarillentas. Los juveniles además tienen los picos oscuros y las piernas color crema. El anteojitos dorados realiza varios tipos de llamadas. Su canto es un gorjeo largo y ronco. Además la especie emite llamadas roncas más cortas y silbidos cuando está en bandada o en vuelo. Los pollos dan silbidos lastimeros cuando piden alimento a los adultos. "
Anteojitos dorado,3070,mating,"La cría tiene lugar durante todo el año en Saipán, donde se ha estudiado el comportamiento de anidación de la especie. El periodo de cumbre de cría parece estar entre marzo y julio. La especie es monógama. El nido es un cuenco sencillo trenzado con agujas de casuarina, hierba y lianas. Está situado a unos 2,9 m del suelo(entre el 1,5 y los 6,5 m) en las ramas de varios tipos de árboles, entre los que se incluyen miembros de los géneros Casuarina, Guamia, Cynometra, Leucaena y Citrus. Los nidos sufren la depredación de otras especies de aves, especialmente de los estorninos de Micronesias y los alciones acollarados. Además, se ha detectado que una especie introducida, el escinco arbóreo verde, también depreda sobre sus nidos."
Sinsonte trescolas,3107,habbit,"La calandria es insectívora y frugívora. Habita en zonas de estepas arbustivas y bosques xerófilos. Pasa parte del tiempo en el suelo, desplazándose con cortas carreras a buena velocidad.Es muy territorial, expulsando a otras aves que suelen posarse cerca de ellas, sin distinción de tamaños."
